id	chr	start	end	len	strand	count
AT4G38470	4	17999431	18003681	4250	+	735
AT4G38480	4	18003915	18006140	2225	+	84
AT4G38490	4	18006287	18007372	1085	+	425
AT4G38495	4	18007356	18008071	715	-	90
AT4G38500	4	18007755	18010903	3148	+	526
AT4G38510	4	18010811	18015173	4362	-	2447
AT4G38520	4	18015735	18018306	2571	-	1050
AT4G38530	4	18020673	18022985	2312	+	48
AT4G38540	4	18023120	18025027	1907	+	6
AT4G38545	4	18022982	18025287	2305	-	26
AT4G38550	4	18025634	18028800	3166	+	55
AT4G38552	4	18025619	18028492	2873	-	21
AT4G38560	4	18029195	18031333	2138	+	44
AT4G38570	4	18031278	18033741	2463	-	249
AT4G38580	4	18034430	18035889	1459	+	182
AT4G38590	4	18036091	18040928	4837	+	1
AT4G38600	4	18041030	18049292	8262	-	3325
AT4G38620	4	18053550	18054999	1449	+	345
AT4G38630	4	18057129	18059540	2411	-	1777
AT4G38640	4	18059652	18062289	2637	-	519
AT4G38650	4	18063165	18065849	2684	+	46
AT4G38660	4	18066176	18068205	2029	-	796
AT4G38670	4	18069558	18071355	1797	-	136
AT4G38680	4	18071883	18073182	1299	-	2660
AT4G38690	4	18074474	18075765	1291	-	607
AT4G38700	4	18076458	18077177	719	-	82
AT4G38710	4	18077789	18080083	2294	-	1534
AT4G38730	4	18080232	18082537	2305	-	306
AT4G38740	4	18083394	18084251	857	-	7493
AT4G38760	4	18084907	18096166	11259	-	1576
AT4G38770	4	18096808	18098565	1757	-	14925
AT4G38780	4	18101295	18111029	9734	-	52
AT4G38781	4	18111040	18111193	153	-	0
AT4G38790	4	18111360	18113206	1846	+	339
AT4G38800	4	18113160	18115133	1973	-	2080
AT4G38810	4	18115282	18119077	3795	-	1619
AT4G38820	4	18121542	18121975	433	-	0
AT4G38825	4	18121525	18122010	485	+	1
AT4G38830	4	18122325	18124943	2618	+	3
AT4G38840	4	18124977	18125559	582	-	1469
AT4G38850	4	18126170	18126680	510	+	122
AT4G38860	4	18130267	18131060	793	+	1673
AT4G38870	4	18132582	18133863	1281	-	1
AT4G38880	4	18134115	18135714	1599	+	0
AT4G38890	4	18135799	18139206	3407	-	864
AT4G38900	4	18139294	18141983	2689	-	590
AT4G38910	4	18145238	18146928	1690	-	139
AT4G38920	4	18147210	18149267	2057	+	2837
AT4G38930	4	18149533	18151793	2260	+	437
AT4G38932	4	18151686	18152569	883	-	423
AT4G38940	4	18152686	18154114	1428	+	78
AT4G38950	4	18154394	18159936	5542	-	3231
AT4G38960	4	18161087	18163321	2234	+	492
AT4G38970	4	18163495	18165762	2267	-	136131
AT4G38980	4	18166708	18168192	1484	-	202
AT4G38990	4	18169174	18170949	1775	-	0
AT4G39000	4	18171721	18173797	2076	-	0
AT4G39010	4	18175901	18179183	3282	-	54
AT4G39020	4	18182314	18184340	2026	+	0
AT4G39030	4	18185666	18189224	3558	+	87
AT4G39040	4	18189011	18190556	1545	-	2347
AT4G39050	4	18193134	18200697	7563	+	1372
AT4G39060	4	18202606	18204634	2028	+	0
AT4G39070	4	18204854	18206509	1655	-	6
AT4G39080	4	18209398	18215056	5658	+	4713
AT4G39090	4	18215555	18217482	1927	-	4056
AT4G39100	4	18217938	18220290	2352	-	1008
AT4G39110	4	18222482	18225119	2637	-	52
AT4G39120	4	18220588	18227988	7400	-	422
AT4G39130	4	18228117	18228852	735	-	0
AT4G39140	4	18229330	18232071	2741	-	423
AT4G39150	4	18233484	18236064	2580	-	1395
AT4G39160	4	18236354	18240478	4124	+	260
AT4G39170	4	18240604	18243795	3191	+	1102
AT4G39180	4	18243725	18248805	5080	-	210
AT4G39190	4	18251810	18253073	1263	-	135
AT4G39195	4	18254988	18255024	36	-	0
AT4G39200	4	18257335	18258680	1345	+	4279
AT4G39210	4	18259608	18263417	3809	+	1276
AT4G39220	4	18263616	18265771	2155	+	325
AT4G39230	4	18265884	18267829	1945	-	114
AT4G39235	4	18268048	18269212	1164	+	170
AT4G39240	4	18269149	18270787	1638	-	455
AT4G39250	4	18271456	18271857	401	-	0
AT4G39260	4	18273898	18275079	1181	-	2177
AT4G39270	4	18276504	18279848	3344	+	465
AT4G39280	4	18280097	18284930	4833	-	1043
AT4G39290	4	18285204	18286302	1098	-	0
AT4G39300	4	18286744	18288345	1601	+	175
AT4G39320	4	18289054	18289857	803	+	17
AT4G39330	4	18291217	18293383	2166	+	6186
AT4G39340	4	18293128	18293512	384	-	8
AT4G39345	4	18293779	18293851	72	+	0
AT4G39350	4	18296796	18302192	5396	+	4015
AT4G39360	4	18302889	18303619	730	+	1
AT4G39361	4	18304890	18305010	120	+	21
AT4G39363	4	18305255	18305375	120	+	37
AT4G39364	4	18305414	18305536	122	+	37
AT4G39366	4	18305584	18305704	120	+	46
AT4G39370	4	18306134	18308842	2708	+	175
AT4G39380	4	18309153	18312724	3571	-	91
AT4G39390	4	18315574	18318142	2568	+	206
AT4G39400	4	18324660	18328826	4166	+	3701
AT4G39403	4	18329093	18329699	606	-	2
AT4G39404	4	18329733	18330012	279	-	1
AT4G39410	4	18332877	18334789	1912	-	32
AT4G39420	4	18339286	18355093	15807	+	1320
AT4G39460	4	18355782	18358980	3198	-	1484
AT4G39470	4	18359372	18361170	1798	-	277
AT4G39480	4	18362257	18364209	1952	+	11
AT4G39490	4	18365048	18366888	1840	+	0
AT4G39500	4	18366949	18368359	1410	-	2
AT4G39510	4	18368802	18370652	1850	-	776
AT4G39520	4	18370967	18374204	3237	-	1125
AT4G39530	4	18374735	18377240	2505	-	26
AT4G39540	4	18378224	18380417	2193	+	1123
AT4G39550	4	18380525	18381905	1380	-	61
AT4G39560	4	18382290	18383817	1527	-	163
AT4G39570	4	18384099	18385544	1445	-	159
AT4G39580	4	18385683	18386811	1128	-	6
AT4G39590	4	18387330	18388732	1402	-	0
AT4G39600	4	18389435	18390539	1104	-	42
AT4G39610	4	18393569	18394745	1176	-	0
AT4G39615	4	18395027	18395099	72	+	0
AT4G39620	4	18395293	18397578	2285	+	528
AT4G39630	4	18397590	18399387	1797	-	71
AT4G39640	4	18399954	18402963	3009	+	766
AT4G39650	4	18403559	18406025	2466	+	0
AT4G39660	4	18406764	18409564	2800	+	920
AT4G39670	4	18410171	18411000	829	+	6
AT4G39672	4	18411264	18411338	74	+	0
AT4G39675	4	18413774	18414240	466	+	3
AT4G39680	4	18414305	18417530	3225	-	3002
AT4G39690	4	18417655	18421971	4316	+	773
AT4G39700	4	18424264	18424906	642	+	2
AT4G39710	4	18427038	18428412	1374	-	3452
AT4G39720	4	18429891	18430950	1059	-	29
AT4G39730	4	18432898	18433695	797	+	2633
AT4G39740	4	18435292	18437136	1844	-	136
AT4G39745	4	18437805	18438665	860	+	0
AT4G39750	4	18439137	18439578	441	+	0
AT4G39753	4	18440111	18441445	1334	+	0
AT4G39756	4	18441755	18443000	1245	+	0
AT4G39760	4	18443678	18444788	1110	+	0
AT4G39770	4	18448979	18451293	2314	-	331
AT4G39780	4	18457956	18459180	1224	-	325
AT4G39790	4	18462189	18464824	2635	-	42
AT4G39795	4	18466564	18467449	885	+	46
AT4G39800	4	18469347	18471967	2620	-	12058
AT4G39810	4	18474607	18475735	1128	-	34
AT4G39820	4	18476006	18477943	1937	-	333
AT4G39830	4	18478928	18481343	2415	+	18
AT4G39838	4	18484874	18486365	1491	-	0
AT4G39840	4	18484900	18486814	1914	+	111
AT4G39850	4	18488436	18497136	8700	+	1564
AT4G39860	4	18499752	18501642	1890	+	457
AT4G39865	4	18501711	18501784	73	-	0
AT4G39870	4	18501876	18504466	2590	+	345
AT4G39880	4	18504536	18505338	802	+	619
AT4G39890	4	18505961	18507586	1625	+	38
AT4G39900	4	18508369	18510553	2184	-	783
AT4G39910	4	18511574	18514338	2764	-	762
AT4G39917	4	18515212	18515602	390	+	0
AT4G39920	4	18515748	18517274	1526	+	172
AT4G39925	4	18517408	18518052	644	-	32
AT4G39930	4	18518342	18518983	641	-	28
AT4G39940	4	18519716	18521568	1852	+	2850
AT4G39950	4	18525245	18527579	2334	+	1052
AT4G39952	4	18527679	18530007	2328	+	27
AT4G39955	4	18530542	18532259	1717	+	43
AT4G39960	4	18533754	18536618	2864	+	2075
AT4G39970	4	18536537	18538506	1969	-	3822
AT4G39980	4	18539574	18542093	2519	+	1390
AT4G39985	4	18542170	18542244	74	+	0
AT4G39986	4	18542348	18542465	117	-	0
AT4G39990	4	18542550	18543978	1428	+	574
AT4G40000	4	18543892	18547523	3631	-	64
AT4G40010	4	18548703	18551056	2353	-	26
AT4G40011	4	18551197	18551404	207	-	0
AT4G40020	4	18553452	18555300	1848	-	3
AT4G40030	4	18555576	18556972	1396	-	5433
AT4G40040	4	18557186	18558743	1557	-	5841
AT4G40042	4	18559102	18559844	742	+	148
AT4G40045	4	18559783	18560657	874	-	464
AT4G40050	4	18560859	18563838	2979	-	912
AT4G40060	4	18571358	18573084	1726	-	1191
AT4G40065	4	18574502	18575585	1083	-	27
AT4G40070	4	18576417	18577774	1357	+	35
AT4G40080	4	18579313	18580717	1404	+	5
AT4G40085	4	18579241	18580377	1136	-	0
AT4G40090	4	18580837	18581585	748	-	0
AT4G40100	4	18583243	18584524	1281	+	0
AT5G01010	5	1222	5061	3839	-	1394
AT5G01015	5	5255	5891	636	-	310
AT5G01020	5	5916	8444	2528	-	1309
AT5G01030	5	9868	13235	3367	+	501
AT5G01040	5	13127	16173	3046	-	12
AT5G01050	5	18085	20812	2727	-	0
AT5G01060	5	22739	24847	2108	+	1
AT5G01070	5	25093	25799	706	-	9
AT5G01075	5	26847	27449	602	-	109
AT5G01080	5	28531	29086	555	-	0
AT5G01090	5	32831	34326	1495	+	858
AT5G01100	5	34595	37948	3353	-	20
AT5G01110	5	41767	44375	2608	-	44
AT5G01120	5	44812	47127	2315	+	27
AT5G01130	5	47569	49512	1943	+	0
AT5G01140	5	49890	51437	1547	+	0
AT5G01150	5	51987	53817	1830	+	3
AT5G01160	5	54009	55856	1847	+	354
AT5G01170	5	58161	60136	1975	+	276
AT5G01175	5	60207	61214	1007	+	23
AT5G01180	5	61016	63848	2832	-	22
AT5G01185	5	65274	69924	4650	-	0
AT5G01190	5	72391	74756	2365	+	24
AT5G01200	5	77115	78543	1428	+	28
AT5G01210	5	84473	86275	1802	+	0
AT5G01215	5	84306	86215	1909	-	0
AT5G01220	5	86584	89986	3402	-	2138
AT5G01225	5	91919	92324	405	+	2
AT5G01230	5	92600	95701	3101	-	179
AT5G01240	5	97893	101835	3942	+	1054
AT5G01250	5	102292	103770	1478	-	5
AT5G01260	5	105324	107405	2081	+	700
AT5G01270	5	107645	112311	4666	-	837
AT5G01280	5	114010	116237	2227	-	0
AT5G01290	5	117306	121569	4263	+	533
AT5G01300	5	121482	122525	1043	-	23
AT5G01310	5	125303	128960	3657	+	207
AT5G01320	5	129301	131625	2324	-	39
AT5G01330	5	132318	134862	2544	-	11
AT5G01335	5	135830	141287	5457	+	19
AT5G01340	5	143054	144720	1666	-	234
AT5G01350	5	145635	147200	1565	-	1154
AT5G01360	5	147481	149367	1886	-	36
AT5G01365	5	150354	150427	73	-	0
AT5G01370	5	152529	154467	1938	+	201
AT5G01380	5	155638	157601	1963	-	6
AT5G01390	5	160263	162299	2036	-	264
AT5G01400	5	162549	171072	8523	-	881
AT5G01410	5	172317	173614	1297	-	7610
AT5G01420	5	174798	176214	1416	-	25
AT5G01430	5	176446	178623	2177	-	157
AT5G01440	5	179821	181321	1500	+	0
AT5G01445	5	181876	182581	705	-	23
AT5G01450	5	183327	186448	3121	-	248
AT5G01460	5	186693	190457	3764	+	803
AT5G01470	5	190927	192611	1684	+	212
AT5G01480	5	192989	194231	1242	+	34
AT5G01490	5	195540	198524	2984	+	0
AT5G01500	5	198942	201552	2610	+	472
AT5G01510	5	201605	205386	3781	+	314
AT5G01520	5	206431	208611	2180	+	306
AT5G01530	5	208936	210445	1509	+	133978
AT5G01540	5	210978	213472	2494	-	0
AT5G01542	5	211256	213471	2215	+	0
AT5G01550	5	214516	216583	2067	-	11
AT5G01560	5	218137	220530	2393	-	497
AT5G01570	5	221366	222836	1470	+	18
AT5G01580	5	222759	223852	1093	-	31
AT5G01590	5	224173	226926	2753	+	3619
AT5G01595	5	227023	230013	2990	+	24
AT5G01600	5	227952	230051	2099	-	2497
AT5G01610	5	230986	232205	1219	+	79
AT5G01620	5	232564	234916	2352	+	278
AT5G01630	5	234850	240911	6061	-	139
AT5G01640	5	241382	242225	843	-	22
AT5G01650	5	242549	244111	1562	-	1211
AT5G01660	5	244503	249147	4644	-	32
AT5G01670	5	251813	253960	2147	+	233
AT5G01680	5	253995	256640	2645	-	0
AT5G01690	5	257409	260345	2936	+	0
AT5G01700	5	260725	263451	2726	-	30
AT5G01710	5	263510	265633	2123	-	0
AT5G01712	5	263510	265633	2123	-	0
AT5G01715	5	267184	269354	2170	+	7
AT5G01720	5	266722	270483	3761	-	183
AT5G01730	5	272831	277561	4730	-	30
AT5G01732	5	272838	276426	3588	+	0
AT5G01734	5	278989	279142	153	-	0
AT5G01740	5	280721	281445	724	+	18
AT5G01747	5	287585	287734	149	+	1
AT5G01750	5	289764	291326	1562	+	4290
AT5G01760	5	291711	294304	2593	+	10
AT5G01770	5	294312	301984	7672	-	597
AT5G01780	5	302266	304188	1922	-	437
AT5G01790	5	304896	305696	800	-	433
AT5G01800	5	306967	308908	1941	+	913
AT5G01810	5	309433	312097	2664	+	1740
AT5G01820	5	313192	315000	1808	-	2357
AT5G01830	5	320694	323169	2475	+	82
AT5G01840	5	324551	325516	965	+	93
AT5G01849	5	331772	331904	132	+	0
AT5G01850	5	332336	334470	2134	+	186
AT5G01860	5	335629	336277	648	+	0
AT5G01870	5	337176	337820	644	+	107
AT5G01880	5	338898	340253	1355	+	98
AT5G01881	5	339837	340266	429	+	2
AT5G01890	5	341542	345127	3585	-	672
AT5G01900	5	351007	352069	1062	-	1
AT5G01910	5	357794	358799	1005	-	76
AT5G01920	5	359106	362904	3798	+	2783
AT5G01930	5	361080	362901	1821	-	3
AT5G01940	5	363593	364769	1176	-	16
AT5G01950	5	364901	370186	5285	-	686
AT5G01960	5	370399	372969	2570	+	759
AT5G01970	5	372904	374954	2050	-	202
AT5G01980	5	375214	377208	1994	+	313
AT5G01990	5	377230	379911	2681	-	273
AT5G02000	5	380154	380595	441	-	0
AT5G02010	5	383152	385850	2698	+	225
AT5G02020	5	386017	388123	2106	-	87
AT5G02021	5	388714	388828	114	-	0
AT5G02025	5	389892	389963	71	-	0
AT5G02030	5	395633	399041	3408	+	269
AT5G02035	5	400382	400502	120	+	0
AT5G02040	5	400898	402951	2053	+	327
AT5G02050	5	402986	404323	1337	-	400
AT5G02060	5	404563	405811	1248	+	82
AT5G02070	5	405894	408220	2326	-	87
AT5G02080	5	409810	411557	1747	+	61
AT5G02090	5	412030	412698	668	-	31
AT5G02100	5	413519	416225	2706	+	126
AT5G02110	5	417021	418666	1645	+	2
AT5G02120	5	419090	419773	683	+	4235
AT5G02130	5	419657	422032	2375	-	147
AT5G02140	5	423383	424437	1054	+	12
AT5G02150	5	424290	426079	1789	-	268
AT5G02160	5	426225	427297	1072	+	5556
AT5G02170	5	427832	430695	2863	+	10
AT5G02180	5	430876	433741	2865	+	789
AT5G02190	5	435210	436897	1687	+	37
AT5G02200	5	437459	438894	1435	+	18
AT5G02210	5	439252	439874	622	-	0
AT5G02220	5	441706	442146	440	-	15
AT5G02230	5	448104	450654	2550	+	872
AT5G02240	5	451422	453157	1735	+	3723
AT5G02244	5	453813	454294	481	+	2
AT5G02250	5	454782	459527	4745	+	905
AT5G02260	5	463157	465246	2089	+	108
AT5G02270	5	467107	469110	2003	-	537
AT5G02280	5	469297	470285	988	+	330
AT5G02290	5	470181	472784	2603	-	552
AT5G02310	5	474278	482783	8505	+	1928
AT5G02320	5	483122	486434	3312	-	64
AT5G02330	5	487271	489242	1971	-	0
AT5G02340	5	492254	494150	1896	-	0
AT5G02350	5	495310	497266	1956	-	1
AT5G02360	5	500625	502329	1704	-	0
AT5G02370	5	503407	507244	3837	+	170
AT5G02380	5	506497	507244	747	-	13804
AT5G02385	5	508429	508502	73	-	0
AT5G02390	5	508629	511710	3081	-	4
AT5G02400	5	513560	515896	2336	+	57
AT5G02410	5	517211	519756	2545	-	274
AT5G02420	5	523388	524076	688	+	17
AT5G02430	5	526591	529839	3248	+	132
AT5G02435	5	530821	530895	74	+	0
AT5G02440	5	531027	532938	1911	+	61
AT5G02450	5	533105	534656	1551	+	2594
AT5G02460	5	539248	541112	1864	-	75
AT5G02470	5	542357	544900	2543	-	163
AT5G02480	5	547562	549912	2350	+	2653
AT5G02490	5	550034	552647	2613	-	441
AT5G02500	5	553744	556442	2698	-	28613
AT5G02502	5	558284	559235	951	-	173
AT5G02505	5	559329	559401	72	-	0
AT5G02510	5	560134	560860	726	+	3
AT5G02520	5	561324	564142	2818	+	66
AT5G02530	5	564084	565883	1799	-	1057
AT5G02540	5	568523	570920	2397	+	115
AT5G02550	5	573053	573558	505	-	51
AT5G02560	5	575381	576606	1225	+	351
AT5G02570	5	576741	577140	399	-	14
AT5G02580	5	579851	580787	936	+	1
AT5G02590	5	583085	584179	1094	+	279
AT5G02600	5	584161	586906	2745	-	498
AT5G02610	5	587507	588800	1293	+	1233
AT5G02615	5	588892	588966	74	-	0
AT5G02620	5	589526	591677	2151	+	762
AT5G02630	5	591770	593187	1417	+	90
AT5G02640	5	594178	594867	689	-	11
AT5G02650	5	597503	599786	2283	+	124
AT5G02660	5	600498	602658	2160	+	0
AT5G02670	5	602721	604606	1885	-	237
AT5G02680	5	604917	608193	3276	+	127
AT5G02690	5	607189	607704	515	+	55
AT5G02700	5	609380	611679	2299	-	0
AT5G02710	5	612569	614499	1930	+	588
AT5G02720	5	613781	614313	532	-	12
AT5G02725	5	614643	614725	82	+	0
AT5G02730	5	615609	616227	618	+	0
AT5G02740	5	616431	618618	2187	+	545
AT5G02750	5	620093	621179	1086	+	5
AT5G02760	5	625253	627124	1871	+	320
AT5G02770	5	627033	629255	2222	-	2534
AT5G02780	5	630875	632683	1808	+	3
AT5G02790	5	632795	635125	2330	+	6267
AT5G02800	5	635227	637503	2276	-	514
AT5G02810	5	637896	641977	4081	-	3847
AT5G02811	5	642070	642220	150	+	0
AT5G02815	5	642399	642481	82	-	0
AT5G02820	5	642557	644394	1837	+	162
AT5G02830	5	644278	648466	4188	-	2881
AT5G02840	5	648703	651972	3269	+	1770
AT5G02850	5	652109	653673	1564	+	279
AT5G02860	5	654101	656561	2460	+	368
AT5G02870	5	657785	659733	1948	+	6101
AT5G02880	5	662063	669107	7044	+	1660
AT5G02890	5	670064	671471	1407	-	511
AT5G02900	5	674059	675569	1510	+	0
AT5G02910	5	677067	679263	2196	+	154
AT5G02920	5	680540	681777	1237	+	0
AT5G02930	5	682576	684480	1904	+	2
AT5G02940	5	684473	689702	5229	-	2787
AT5G02950	5	690781	693010	2229	+	123
AT5G02960	5	693078	694515	1437	-	5341
AT5G02970	5	694968	697637	2669	+	538
AT5G02980	5	697992	699000	1008	+	0
AT5G02990	5	700168	702630	2462	+	0
AT5G03000	5	703267	704437	1170	+	0
AT5G03010	5	704583	705538	955	+	11
AT5G03020	5	707256	708396	1140	+	5
AT5G03030	5	708317	709703	1386	-	309
AT5G03040	5	710101	712994	2893	-	2596
AT5G03050	5	715028	716321	1293	-	205
AT5G03060	5	716721	718014	1293	-	14
AT5G03070	5	718203	721539	3336	-	191
AT5G03080	5	721866	723400	1534	+	433
AT5G03090	5	725280	725962	682	+	0
AT5G03100	5	726821	728742	1921	+	84
AT5G03110	5	730291	731448	1157	+	135
AT5G03120	5	733978	734943	965	+	284
AT5G03130	5	736089	736669	580	+	47
AT5G03140	5	737589	740016	2427	-	668
AT5G03150	5	745643	749007	3364	+	97
AT5G03160	5	750108	752805	2697	+	594
AT5G03170	5	752749	753657	908	-	254
AT5G03180	5	753950	756646	2696	-	268
AT5G03190	5	758373	760382	2009	+	2459
AT5G03200	5	760318	761803	1485	-	191
AT5G03204	5	762286	762397	111	-	0
AT5G03210	5	762786	763321	535	-	24
AT5G03220	5	767488	768857	1369	-	136
AT5G03230	5	769513	770385	872	+	456
AT5G03240	5	771724	773515	1791	-	3729
AT5G03250	5	774400	777048	2648	+	71
AT5G03260	5	777020	779424	2404	-	344
AT5G03270	5	781869	783997	2128	+	23
AT5G03280	5	787427	793356	5929	+	1144
AT5G03285	5	793513	793717	204	+	74
AT5G03290	5	793973	796182	2209	+	1342
AT5G03300	5	796441	799176	2735	+	2211
AT5G03310	5	799223	799706	483	-	1
AT5G03320	5	802026	804398	2372	+	345
AT5G03330	5	806963	809779	2816	+	321
AT5G03340	5	809947	813228	3281	-	716
AT5G03345	5	814084	815619	1535	+	331
AT5G03350	5	815673	816658	985	-	734
AT5G03360	5	817863	825149	7286	+	26
AT5G03370	5	825572	827043	1471	-	461
AT5G03377	5	820168	821016	848	-	12
AT5G03380	5	832103	834412	2309	-	883
AT5G03390	5	834987	836751	1764	+	80
AT5G03400	5	837918	839202	1284	-	0
AT5G03406	5	839884	841875	1991	+	137
AT5G03415	5	842288	845419	3131	+	311
AT5G03420	5	845640	848914	3274	+	1315
AT5G03430	5	848863	853142	4279	-	1813
AT5G03435	5	853364	855693	2329	-	6
AT5G03440	5	856871	858428	1557	-	119
AT5G03445	5	858535	858572	37	+	0
AT5G03450	5	858768	862297	3529	-	235
AT5G03452	5	862396	862469	73	-	0
AT5G03455	5	862558	864108	1550	+	603
AT5G03460	5	864280	865678	1398	+	390
AT5G03470	5	866448	869024	2576	+	180
AT5G03480	5	869207	870855	1648	-	2
AT5G03490	5	871459	873057	1598	+	302
AT5G03495	5	873330	875251	1921	-	53
AT5G03500	5	876520	878364	1844	-	146
AT5G03510	5	880224	881305	1081	+	60
AT5G03520	5	883446	885425	1979	+	1077
AT5G03530	5	885521	887390	1869	-	299
AT5G03540	5	889565	894167	4602	+	1253
AT5G03545	5	894705	895400	695	+	152
AT5G03550	5	895812	896145	333	-	0
AT5G03552	5	897019	897356	337	-	16
AT5G03555	5	898240	900159	1919	-	971
AT5G03560	5	900459	902762	2303	-	350
AT5G03570	5	903755	906664	2909	+	0
AT5G03580	5	906955	907422	467	-	0
AT5G03590	5	908562	910149	1587	+	0
AT5G03600	5	912806	914226	1420	+	0
AT5G03610	5	915464	918485	3021	+	405
AT5G03620	5	918737	921874	3137	+	29
AT5G03630	5	922165	924683	2518	-	878
AT5G03640	5	927914	930781	2867	+	17
AT5G03650	5	931903	937641	5738	+	4345
AT5G03660	5	937976	940058	2082	+	1105
AT5G03668	5	947100	948967	1867	-	0
AT5G03670	5	947145	950171	3026	+	99
AT5G03680	5	957743	961032	3289	+	68
AT5G03690	5	963147	965050	1903	-	204
AT5G03700	5	965873	967322	1449	-	39
AT5G03705	5	970798	970879	81	-	0
AT5G03710	5	971106	971627	521	+	0
AT5G03720	5	971785	973683	1898	-	22
AT5G03730	5	974497	979849	5352	-	831
AT5G03740	5	981875	984200	2325	+	1116
AT5G03745	5	984366	984449	83	+	0
AT5G03750	5	984795	985497	702	+	0
AT5G03760	5	985674	990549	4875	-	3149
AT5G03770	5	995159	997848	2689	+	88
AT5G03775	5	998941	999014	73	+	0
AT5G03780	5	999101	1001029	1928	-	108
AT5G03790	5	1004982	1006373	1391	+	23
AT5G03795	5	1007389	1010473	3084	-	19
AT5G03800	5	1010779	1013586	2807	-	138
AT5G03810	5	1013938	1015345	1407	-	0
AT5G03820	5	1015802	1017263	1461	-	0
AT5G03830	5	1018337	1020460	2123	+	275
AT5G03837	5	1023527	1023683	156	-	0
AT5G03840	5	1024640	1025812	1172	-	2
AT5G03850	5	1028339	1029121	782	-	1826
AT5G03858	5	1031563	1032032	469	-	0
AT5G03860	5	1032102	1034973	2871	-	3
AT5G03870	5	1035657	1036967	1310	-	95
AT5G03880	5	1038507	1041480	2973	-	6337
AT5G03890	5	1047149	1047689	540	+	13
AT5G03900	5	1048294	1052387	4093	+	1727
AT5G03905	5	1052579	1054274	1695	+	274
AT5G03910	5	1054077	1057172	3095	-	1275
AT5G03920	5	1058145	1058769	624	+	0
AT5G03930	5	1059503	1060154	651	+	2
AT5G03940	5	1060133	1063319	3186	-	4313
AT5G03944	5	1064610	1064808	198	-	0
AT5G03950	5	1066205	1066964	759	+	0
AT5G03960	5	1068259	1069978	1719	-	5
AT5G03970	5	1071567	1073423	1856	-	172
AT5G03980	5	1074204	1075289	1085	-	0
AT5G03990	5	1075670	1077549	1879	+	183
AT5G03995	5	1077482	1078304	822	-	36
AT5G04000	5	1079036	1079869	833	-	7
AT5G04010	5	1080104	1081074	970	-	0
AT5G04020	5	1081610	1086546	4936	-	427
AT5G04030	5	1088461	1088692	231	-	0
AT5G04040	5	1089341	1093179	3838	+	832
AT5G04045	5	1093678	1094230	552	+	0
AT5G04047	5	1095056	1095702	646	-	0
AT5G04050	5	1096015	1098920	2905	+	107
AT5G04060	5	1099117	1102058	2941	+	484
AT5G04070	5	1102089	1104446	2357	+	177
AT5G04080	5	1104523	1105398	875	+	182
AT5G04090	5	1105409	1108266	2857	-	550
AT5G04110	5	1110445	1114867	4422	-	402
AT5G04120	5	1120002	1121775	1773	+	0
AT5G04130	5	1121827	1128091	6264	-	666
AT5G04140	5	1129851	1138442	8591	+	64208
AT5G04150	5	1138558	1139476	918	-	4
AT5G04160	5	1142781	1144912	2131	-	447
AT5G04170	5	1145430	1147781	2351	+	523
AT5G04180	5	1147647	1149284	1637	-	1
AT5G04190	5	1150891	1152481	1590	+	160
AT5G04200	5	1153789	1155040	1251	+	173
AT5G04210	5	1155054	1155724	670	-	0
AT5G04220	5	1155864	1158877	3013	-	321
AT5G04230	5	1160633	1163898	3265	+	606
AT5G04235	5	1164286	1168411	4125	-	216
AT5G04238	5	1169216	1169411	195	-	29
AT5G04240	5	1169543	1174878	5335	+	669
AT5G04250	5	1176004	1178700	2696	+	39
AT5G04260	5	1178643	1180036	1393	-	473
AT5G04267	5	1182162	1182294	132	-	0
AT5G04270	5	1182717	1184765	2048	-	107
AT5G04275	5	1188210	1188299	89	-	7
AT5G04280	5	1192273	1195662	3389	+	703
AT5G04290	5	1196068	1202653	6585	+	652
AT5G04310	5	1203202	1207352	4150	-	39
AT5G04320	5	1209196	1212578	3382	+	316
AT5G04330	5	1212601	1214439	1838	-	49
AT5G04340	5	1216130	1217106	976	-	23
AT5G04347	5	1219827	1220612	785	+	0
AT5G04350	5	1220828	1221269	441	+	0
AT5G04360	5	1221565	1228678	7113	+	1256
AT5G04370	5	1231696	1234147	2451	+	1
AT5G04380	5	1234882	1236317	1435	+	2
AT5G04386	5	1238102	1238219	117	+	0
AT5G04390	5	1239099	1240517	1418	+	8
AT5G04400	5	1241554	1243358	1804	+	0
AT5G04410	5	1243757	1246684	2927	+	1421
AT5G04420	5	1246603	1249943	3340	-	602
AT5G04430	5	1250250	1253865	3615	-	3051
AT5G04440	5	1254843	1256953	2110	+	1827
AT5G04460	5	1259530	1264025	4495	+	510
AT5G04470	5	1266624	1267416	792	-	104
AT5G04480	5	1271512	1277985	6473	-	632
AT5G04490	5	1279759	1281669	1910	+	1117
AT5G04500	5	1283467	1286359	2892	+	1
AT5G04510	5	1286865	1289908	3043	+	828
AT5G04520	5	1290011	1291063	1052	-	99
AT5G04530	5	1291821	1293688	1867	-	724
AT5G04540	5	1296441	1302444	6003	-	502
AT5G04550	5	1303179	1306116	2937	-	1343
AT5G04560	5	1309192	1318401	9209	+	1451
AT5G04590	5	1319355	1322526	3171	+	8426
AT5G04600	5	1323635	1325627	1992	+	786
AT5G04610	5	1325587	1326928	1341	-	10
AT5G04620	5	1327114	1330091	2977	+	246
AT5G04630	5	1330577	1332107	1530	+	3
